nombre_campo,longitud,tipo,nemónico,catálogo,rango_claves
"PreguntaPC5.18Comparado a hace dos años, ¿qué tan bien recuerda (NOMBRE) cosas de la familia y de los amigos, tal como sus ocupaciones, sus cumpleaños y direcciones? ¿Ha…","1","C","pc5_18","pc5_18","1-3,8,9"
"PreguntaPC6.18¿Es mucho mejor o algo mejor?","1","C","pc6_18","pc6_18","1,2,8,9"
"PreguntaPC7.18¿Es mucho peor o algo peor?","1","C","pc7_18","pc7_18","1,2,8,9"
"PreguntaPC8.18Comparado a hace dos años, ¿qué tan bien recuerda (NOMBRE) cosas que han ocurrido recientemente? ¿Ha...","1","C","pc8_18","pc8_18","1-3,8,9"
"PreguntaPC9.18¿Es mucho mejor o algo mejor?","1","C","pc9_18","pc9_18","1,2,8,9"
"PreguntaPC10.18¿Es mucho peor o algo peor?","1","C","pc10_18","pc10_18","1,2,8,9"
"PreguntaPC11.18Comparado a hace dos años, ¿qué tan bien recuerda (NOMBRE) conversaciones después de algunos días? ¿Ha...","1","C","pc11_18","pc11_18","1-3,8,9"
"PreguntaPC12.18¿Es mucho mejor o algo mejor?","1","C","pc12_18","pc12_18","1,2,8,9"
"PreguntaPC13.18¿Es mucho peor o algo peor?","1","C","pc13_18","pc13_18","1,2,8,9"
"PreguntaPC14.18Comparado a hace dos años, ¿qué tan bien recuerda (NOMBRE) su dirección y número de teléfono? ¿Ha...","1","C","pc14_18","pc14_18","1-3,8,9"
"PreguntaPC15.18¿Es mucho mejor o algo mejor?","1","C","pc15_18","pc15_18","1,2,8,9"
"PreguntaPC16.18¿Es mucho peor o algo peor?","1","C","pc16_18","pc16_18","1,2,8,9"
"PreguntaPC17.18Comparado a hace dos años, ¿qué tan bien recuerda (NOMBRE) el día y mes que es? ¿Ha...","1","C","pc17_18","pc17_18","1-3,8,9"
"PreguntaPC18.18¿Es mucho mejor o algo mejor?","1","C","pc18_18","pc18_18","1,2,8,9"
"PreguntaPC19.18¿Es mucho peor o algo peor?","1","C","pc19_18","pc19_18","1,2,8,9"
"PreguntaPC20.18Comparado a hace dos años, ¿qué tan bien recuerda (NOMBRE) donde se guardan las cosas? ¿Ha…","1","C","pc20_18","pc20_18","1-3,8,9"
"PreguntaPC21.18¿Es mucho mejor o algo mejor?","1","C","pc21_18","pc21_18","1,2,8,9"
"PreguntaPC22.18¿Es mucho peor o algo peor?","1","C","pc22_18","pc22_18","1,2,8,9"
"PreguntaPC23.18Comparado a hace dos años, ¿qué tan bien recuerda (NOMBRE) dónde encontrar algo que se ha dejado en un lugar no acostumbrado? ¿Ha…","1","C","pc23_18","pc23_18","1-3,8,9"
"PreguntaPC24.18¿Es mucho mejor o algo mejor?","1","C","pc24_18","pc24_18","1,2,8,9"
"PreguntaPC25.18¿Es mucho peor o algo peor?","1","C","pc25_18","pc25_18","1,2,8,9"
"PreguntaPC26.18Comparado a hace dos años, ¿qué tan bien sabe (NOMBRE) cómo operar aparatos domésticos que le son familiares? ¿Ha…","1","C","pc26_18","pc26_18","1-3,8,9"
"PreguntaPC27.18¿Es mucho mejor o algo mejor?","1","C","pc27_18","pc27_18","1,2,8,9"
"PreguntaPC28.18¿Es mucho peor o algo peor?","1","C","pc28_18","pc28_18","1,2,8,9"
"PreguntaPC29.18Comparado a hace dos años, ¿qué tan bien aprende (NOMBRE) a usar un nuevo aparato o utensilio doméstico? ¿Ha…","1","C","pc29_18","pc29_18","1-3,8,9"
"PreguntaPC30.18¿Es mucho mejor o algo mejor?","1","C","pc30_18","pc30_18","1,2,8,9"
"PreguntaPC31.18¿Es mucho peor o algo peor?","1","C","pc31_18","pc31_18","1,2,8,9"
"PreguntaPC32.18Comparado a hace dos años, ¿qué tan bien aprende (NOMBRE) cosas nuevas en general? ¿Ha…","1","C","pc32_18","pc32_18","1-3,8,9"
"PreguntaPC33.18¿Es mucho mejor o algo mejor?","1","C","pc33_18","pc33_18","1,2,8,9"
"PreguntaPC34.18¿Es mucho peor o algo peor?","1","C","pc34_18","pc34_18","1,2,8,9"
"PreguntaPC35.18Comparado a hace dos años, ¿qué tan bien entiende (NOMBRE) lo que está sucediendo en una historia o en la televisión? ¿Ha…","1","C","pc35_18","pc35_18","1-3,8,9"
"PreguntaPC36.18¿Es mucho mejor o algo mejor?","1","C","pc36_18","pc36_18","1,2,8,9"
"PreguntaPC37.18¿Es mucho peor o algo peor?","1","C","pc37_18","pc37_18","1,2,8,9"
"PreguntaPC38.18Comparado a hace dos años, ¿qué tan bien toma (NOMBRE) decisiones sobre asuntos diarios como qué hacer de comer o qué ropa ponerse? ¿Ha…","1","C","pc38_18","pc38_18","1-3,8,9"
"PreguntaPC39.18¿Es mucho mejor o algo mejor?","1","C","pc39_18","pc39_18","1,2,8,9"
"PreguntaPC40.18¿Es mucho peor o algo peor?","1","C","pc40_18","pc40_18","1,2,8,9"
"PreguntaPC41.18Comparado a hace dos años, ¿qué tan bien maneja (NOMBRE) el dinero para las compras? ¿Ha…","1","C","pc41_18","pc41_18","1-3,8,9"
"PreguntaPC42.18¿Es mucho mejor o algo mejor?","1","C","pc42_18","pc42_18","1,2,8,9"
"PreguntaPC43.18¿Es mucho peor o algo peor?","1","C","pc43_18","pc43_18","1,2,8,9"
"PreguntaPC44.18Comparado a hace dos años, ¿qué tan bien maneja (NOMBRE) sus asuntos económicos, como la pensión o tratos con el banco? ¿Ha…","1","C","pc44_18","pc44_18","1-3,8,9"
"PreguntaPC45.18¿Es mucho mejor o algo mejor?","1","C","pc45_18","pc45_18","1,2,8,9"
"PreguntaPC46.18¿Es mucho peor o algo peor?","1","C","pc46_18","pc46_18","1,2,8,9"
"PreguntaPC47.18Comparado a hace dos años, ¿qué tan bien hace (NOMBRE) cálculos diarios, tal como saber cuánta comida hay que comprar, o calcular cuánto tiempo ha pasado desde la última visita de un pariente o un amigo? ¿Ha…","1","C","pc47_18","pc47_18","1-3,8,9"
"PreguntaPC48.18¿Es mucho mejor o algo mejor?","1","C","pc48_18","pc48_18","1,2,8,9"
"PreguntaPC49.18¿Es mucho peor o algo peor?","1","C","pc49_18","pc49_18","1,2,8,9"
"PreguntaPC50.18Comparado a hace dos años, ¿qué tan bien puede comprender qué es lo que está pasando o puede razonar las cosas? ¿Ha…","1","C","pc50_18","pc50_18","1-3,8,9"
"PreguntaPC51.18¿Es mucho mejor o algo mejor?","1","C","pc51_18","pc51_18","1,2,8,9"
"PreguntaPC52.18¿Es mucho peor o algo peor?","1","C","pc52_18","pc52_18","1,2,8,9"
"PreguntaPC53.18¿Alguna vez se desorienta (no encuentra lugares) en ambientes que le son familiares?","1","C","pc53_18","pc53_18","1,2,8,9"
"PreguntaPC54.18¿Alguna vez se extravía y tarda en volver, o vuelve solamente con ayuda?","1","C","pc54_18","pc54_18","1,2,8,9"
"PreguntaPC55.18¿Se puede dejar solo(a) a (NOMBRE) como por una hora?","1","C","pc55_18","pc55_18","1,2,8,9"
"PreguntaPC56.18¿Alguna vez (NOMBRE), ve u oye cosas que en realidad no están allí?","1","C","pc56_18","pc56_18","1,2,8,9"
"PreguntaF1.18¿Como hasta qué nivel cursó su madre en la escuela?","1","C","f1_18","f1_18","1-4,8,9"
"PreguntaF2.18¿Alguna vez su madre trabajó o vivió en Estados Unidos?","1","C","f2_18","f2_18","1,2,8,9"
"PreguntaF3.18¿Vive actualmente su madre?","1","C","f3_18","f3_18","1,2,8,9"
"PreguntaF4.18¿Qué edad tiene su madre?","3","C","f4_18","f4_18","032-117,888,999"
"PreguntaF5.18Debido a un problema de salud, ¿necesita ayuda su madre con necesidades básicas como vestirse, comer, o bañarse?","1","C","f5_18","f5_18","1,2,8,9"
"PreguntaF6.18¿Puede estar sola su madre por una hora o más?","1","C","f6_18","f6_18","1,2,8,9"
"PreguntaF8.18¿Como qué edad tenía su madre cuando murió?","3","C","f8_18","f8_18","015-130,888,999"
"PreguntaF9.18A su madre, ¿alguna vez le dijo un doctor o personal médico que ella tiene o tuvo diabetes o azúcar en la sangre?","1","C","f9_18","f9_18","1,2,8,9"
"PreguntaF10.18¿Como hasta qué nivel cursó su padre en la escuela?","1","C","f10_18","f10_18","1-4,8,9"
"PreguntaF11.18¿Alguna vez su padre trabajó o vivió en Estados Unidos?","1","C","f11_18","f11_18","1,2,8,9"
"PreguntaF12.18¿Vive actualmente su padre?","1","C","f12_18","f12_18","1,2,8,9"
"PreguntaF13.18¿Qué edad tiene su padre?","3","C","f13_18","f13_18","034-120,888,999"
"PreguntaF14.18Debido a un problema de salud, ¿necesita ayuda su padre con necesidades básicas como vestirse, comer, o bañarse?","1","C","f14_18","f14_18","1,2,8,9"
"PreguntaF15.18¿Puede estar solo su padre por una hora o más?","1","C","f15_18","f15_18","1,2,8,9"
"PreguntaF17.18¿Como qué edad tenía su padre cuando murió?","3","C","f17_18","f17_18","017-130,888,999"
"PreguntaF18.18 ¿Alguna vez le dijo un doctor o personal médico que él tiene o tuvo diabetes o azúcar en la sangre?","1","C","f18_18","f18_18","1,2,8,9"
"PreguntaF34.18¿Cuántos hermanos y hermanas que nacieron vivos tuvo usted?","2","C","f34_18","f34_18","00,01-28,88,99"
"PreguntaF36.18De los hermanos y hermanas que nacieron vivos, ¿cuántos viven todavía?","2","C","f36_18","f36_18","00,01-24,88,96,99"
"PreguntaF37.18¿Alguna vez le dijo un doctor o personal médico a alguno de sus hermanos o hermanas que tienen o tuvieron diabetes o azúcar en la sangre?","1","C","f37_18","f37_18","1,2,8,9"
"PreguntaF38.18Sin contar vacaciones o visitas cortas, en los últimos dos años (alguna vez), ¿trabajó o vivió alguno de sus hermanos o hermanas en Estados Unidos?","1","C","f38_18","f38_18","1,2,8,9"
"PreguntaF40.18Durante los últimos dos años, ¿usted (y/o su cónyuge) le dio apoyo económico a sus padres? Incluya ayuda para pagar gastos como de renta; excluya vivienda compartida o las comidas compartidas.","1","C","f40_18","f40_18","1,2,8,9"
"PreguntaF43.18Durante los últimos dos años, ¿usted (y/o su cónyuge) le ayudó a sus padres con actividades básicas como vestirse, comer, o bañarse debido a un problema de salud? Excluya ayuda con actividades del hogar, mandados, transporte.","1","C","f43_18","f43_18","1,2,8,9"
"PreguntaF44.18¿Fue esa ayuda de por lo menos una hora a la semana, o como de 100 horas en los últimos dos años?","1","C","f44_18","f44_18","1,2,8,9"
"PreguntaF45.18¿Quién recibió ese apoyo?","1","C","f45_18","f45_18","1-3,8,9"
"PreguntaF47.18Durante los últimos dos años, ¿alguno de sus hermanos o hermanas (o sus cónyuges) dio apoyo económico a sus padres? Incluya ayuda para pagar gastos como de renta; excluya vivienda compartida o las comidas compartidas.","1","C","f47_18","f47_18","1,2,8,9"
"PreguntaF51.18 Durante los últimos dos años, ¿alguno de sus hermanos o hermanas (o sus cónyuges) ayudó a sus padres con actividades básicas como vestirse, comer, o bañarse debido a un problema de salud? Excluya ayuda con actividades del hogar, mandados, transporte.","1","C","f51_18","f51_18","1,2,8,9"
"PreguntaF55.18¿Se ha puesto usted de acuerdo con uno o más de sus hermanos o hermanas para compartir las responsabilidades solamente del cuidado personal de sus padres?","1","C","f55_18","f55_18","1,2,8,9"
"PreguntaF57.18¿Se ha puesto usted de acuerdo con uno o más de sus hermanos o hermanas para compartir las responsabilidades económicas de sus padres?","1","C","f57_18","f57_18","1,2,8,9"
"PreguntaH1.18Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene usted dificultad en caminar varias cuadras?","1","C","h1_18","h1_18","1,2,6-9"
"PreguntaH2.18Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en correr o trotar un kilómetro?","1","C","h2_18","h2_18","1,2,6-9"
"PreguntaH3.18Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en caminar una cuadra?","1","C","h3_18","h3_18","1,2,6-9"
"PreguntaH4.18Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en estar sentado(a) por dos horas?","1","C","h4_18","h4_18","1,2,6-9"
"PreguntaH5.18Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en levantarse de una silla después de haber estado sentado(a) durante largo tiempo?","1","C","h5_18","h5_18","1,2,6-9"
"PreguntaH6.18Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en subir varios pisos de escaleras sin descansar?","1","C","h6_18","h6_18","1,2,6-9"
"PreguntaH7.18Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en subir un piso de escaleras sin descansar?","1","C","h7_18","h7_18","1,2,6-9"
"PreguntaH8.18Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en inclinar su cuerpo, arrodillarse, agacharse o ponerse en cuclillas?","1","C","h8_18","h8_18","1,2,6-9"
"PreguntaH9.18Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en subir o extender los brazos más arriba de los hombros?","1","C","h9_18","h9_18","1,2,6-9"
"PreguntaH10.18Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud ¿tiene alguna dificultad en jalar o empujar objetos grandes como un sillón?","1","C","h10_18","h10_18","1,2,6-9"
"PreguntaH11.18Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en levantar o transportar objetos que pesan más de 5 kilos, como una bolsa pesada de alimentos?","1","C","h11_18","h11_18","1,2,6-9"
"PreguntaH12.18Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene alguna dificultad en recoger una moneda de 1 peso de la mesa?","1","C","h12_18","h12_18","1,2,6-9"
"PreguntaH13.18Dígame por favor si usted tiene alguna dificultad en hacer cada una de las actividades diarias que le voy a mencionar. No incluya dificultades que cree que durarán menos de tres meses. Debido a problemas de salud, ¿tiene usted dificultad para vestirse, incluyendo ponerse los zapatos y los calcetines?","1","C","h13_18","h13_18","1,2,6-9"
"PreguntaH14.18¿Le ayuda alguien a vestirse?","1","C","h14_18","h14_18","1,2,8,9"
"PreguntaH15A.18Por favor dígame si tiene alguna dificultad con cada una de las actividades que le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad… para caminar de un lado a otro de un cuarto?","1","C","h15a_18","h15a_18","1,2,6-9"
"PreguntaH15B.18¿Usa usted equipo o aparatos, tales como bastón, caminador, o silla de ruedas… para caminar de un lado a otro de un cuarto?","1","C","h15b_18","h15b_18","1,2,8,9"
"PreguntaH15C01.18¿Qué equipo utiliza… para caminar de un lado a otro de un cuarto?","1","C","h15c01_18","h15c01_18","0,1"
"PreguntaH15C02.18¿Qué equipo utiliza… para caminar de un lado a otro de un cuarto?","1","C","h15c02_18","h15c02_18","0,1"
"PreguntaH15C03.18¿Qué equipo utiliza… para caminar de un lado a otro de un cuarto?","1","C","h15c03_18","h15c03_18","0,1"
"PreguntaH15C04.18¿Qué equipo utiliza… para caminar de un lado a otro de un cuarto?","1","C","h15c04_18","h15c04_18","0,1"
"PreguntaH15C05.18¿Qué equipo utiliza… para caminar de un lado a otro de un cuarto?","1","C","h15c05_18","h15c05_18","0,1"
"PreguntaH15C06.18¿Qué equipo utiliza… para caminar de un lado a otro de un cuarto?","1","C","h15c06_18","h15c06_18","0,1"
"PreguntaH15C07.18¿Qué equipo utiliza… para caminar de un lado a otro de un cuarto?","1","C","h15c07_18","h15c07_18","0,1"
"PreguntaH15C08.18¿Qué equipo utiliza… para caminar de un lado a otro de un cuarto?","1","C","h15c08_18","h15c08_18","0,1"
"PreguntaH15C09.18¿Qué equipo utiliza… para caminar de un lado a otro de un cuarto?","1","C","h15c09_18","h15c09_18","0,1"
"PreguntaH15C10.18¿Qué equipo utiliza… para caminar de un lado a otro de un cuarto?","1","C","h15c10_18","h15c10_18","0,1"
"PreguntaH15C11.18¿Qué equipo utiliza… para caminar de un lado a otro de un cuarto?","1","C","h15c11_18","h15c11_18","0,1"
"PreguntaH15C88.18¿Qué equipo utiliza… para caminar de un lado a otro de un cuarto?","1","C","h15c88_18","h15c88_18","0,1"
"PreguntaH15C99.18¿Qué equipo utiliza… para caminar de un lado a otro de un cuarto?","1","C","h15c99_18","h15c99_18","0,1"
"PreguntaH15D.18¿Alguien le ayuda a usted?","1","C","h15d_18","h15d_18","1,2,8,9"
"PreguntaH16A.18Por favor dígame si tiene alguna dificultad con cada una de las actividades que le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad… para bañarse en una tina o regadera?","1","C","h16a_18","h16a_18","1,2,6-9"
"PreguntaH16D.18¿Alguien le ayuda a usted… para bañarse en una tina o regadera?","1","C","h16d_18","h16d_18","1,2,8,9"
"PreguntaH17A.18Por favor dígame si tiene alguna dificultad con cada una de las actividades que le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad... al comer, por ejemplo para cortar su comida?","1","C","h17a_18","h17a_18","1,2,6-9"
"PreguntaH17D.18¿Alguien le ayuda a usted… al comer, por ejemplo para cortar su comida?","1","C","h17d_18","h17d_18","1,2,8,9"
"PreguntaH18A.18Por favor dígame si tiene alguna dificultad con cada una de las actividades que le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad... al acostarse y levantarse de la cama?","1","C","h18a_18","h18a_18","1,2,6-9"
"PreguntaH18B.18¿Usa usted equipo o aparatos tales como bastón, caminador, o silla de ruedas… al acostarse y levantarse de la cama?","1","C","h18b_18","h18b_18","1,2,8,9"
"PreguntaH18C01.18¿Qué equipo utiliza…al acostarse y levantarse de la cama?","1","C","h18c01_18","h18c01_18","0,1"
"PreguntaH18C02.18¿Qué equipo utiliza…al acostarse y levantarse de la cama?","1","C","h18c02_18","h18c02_18","0,1"
"PreguntaH18C03.18¿Qué equipo utiliza…al acostarse y levantarse de la cama?","1","C","h18c03_18","h18c03_18","0,1"
"PreguntaH18C04.18¿Qué equipo utiliza…al acostarse y levantarse de la cama?","1","C","h18c04_18","h18c04_18","0,1"
"PreguntaH18C05.18¿Qué equipo utiliza…al acostarse y levantarse de la cama?","1","C","h18c05_18","h18c05_18","0,1"
"PreguntaH18C06.18¿Qué equipo utiliza…al acostarse y levantarse de la cama?","1","C","h18c06_18","h18c06_18","0,1"
"PreguntaH18C07.18¿Qué equipo utiliza…al acostarse y levantarse de la cama?","1","C","h18c07_18","h18c07_18","0,1"
"PreguntaH18C08.18¿Qué equipo utiliza…al acostarse y levantarse de la cama?","1","C","h18c08_18","h18c08_18","0,1"
"PreguntaH18C09.18¿Qué equipo utiliza…al acostarse y levantarse de la cama?","1","C","h18c09_18","h18c09_18","0,1"
"PreguntaH18C10.18¿Qué equipo utiliza…al acostarse y levantarse de la cama?","1","C","h18c10_18","h18c10_18","0,1"
"PreguntaH18C11.18¿Qué equipo utiliza…al acostarse y levantarse de la cama?","1","C","h18c11_18","h18c11_18","0,1"
"PreguntaH18C88.18¿Qué equipo utiliza…al acostarse y levantarse de la cama?","1","C","h18c88_18","h18c88_18","0,1"
"PreguntaH18C99.18¿Qué equipo utiliza…al acostarse y levantarse de la cama?","1","C","h18c99_18","h18c99_18","0,1"
"PreguntaH18D.18¿Alguien le ayuda a usted… al acostarse y levantarse de la cama?","1","C","h18d_18","h18d_18","1,2,8,9"
"PreguntaH19A.18Por favor dígame si tiene alguna dificultad con cada una de las actividades que le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad... al usar el excusado, incluyendo subirse y bajarse o ponerse en cuclillas?","1","C","h19a_18","h19a_18","1,2,6-9"
"PreguntaH19D.18¿Alguien le ayuda a usted… al usar el excusado, incluyendo subirse y bajarse o ponerse en cuclillas?","1","C","h19d_18","h19d_18","1,2,8,9"
"PreguntaH22.1.18¿Qué parentesco tiene (NOMBRE) con usted?","2","C","h22_1_18","h22_1_18","01-08,88,99"
"PreguntaH23.1.18NÚMERO DE REGISTRO","3","C","h23_1_18","h23_1_18","103-118, 201-212, 666, 888"
"PreguntaH24.1.18Durante el mes pasado, ¿como cuántos dias le ayudó (NOMBRE)?","2","C","h24_1_18","h24_1_18","01-29,30,88,99"
"PreguntaH25.1.18En los días que (NOMBRE) le ayuda, ¿como cuántas horas por día le ayuda?","2","C","h25_1_18","h25_1_18","01,02-24,88,99"
"PreguntaH22.2.18¿Qué parentesco tiene (NOMBRE) con usted?","2","C","h22_2_18","h22_2_18","01-08,88,99"
"PreguntaH23.2.18NÚMERO DE REGISTRO","3","C","h23_2_18","h23_2_18","103-114 , 201-213, 666"
"PreguntaH24.2.18Durante el mes pasado, ¿como cuántos dias le ayudó (NOMBRE)?","2","C","h24_2_18","h24_2_18","01-29,30,88,99"
"PreguntaH25.2.18En los días que (NOMBRE) le ayuda, ¿como cuántas horas por día le ayuda?","2","C","h25_2_18","h25_2_18","01,02-24,88,99"
"PreguntaH22.3.18¿Qué parentesco tiene (NOMBRE) con usted?","2","C","h22_3_18","h22_3_18","01-08,88,99"
"PreguntaH23.3.18NÚMERO DE REGISTRO","3","C","h23_3_18","h23_3_18","103-117,201-212,666"
"PreguntaH24.3.18Durante el mes pasado, ¿como cuántos dias le ayudó (NOMBRE)?","2","C","h24_3_18","h24_3_18","01-29,30,88,99"
"PreguntaH25.3.18En los días que (NOMBRE) le ayuda, ¿como cuántas horas por día le ayuda?","2","C","h25_3_18","h25_3_18","01,02-24,88,99"
"PreguntaH26A.18Ahora voy a mencionar otras actividades. Por favor dígame si tiene alguna dificultad con las actividades que yo le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad… en preparar una comida caliente?","1","C","h26a_18","h26a_18","1,2,6-9"
"PreguntaH26B.18¿Esto es debido a un problema de salud?","1","C","h26b_18","h26b_18","1,2,8,9"
"PreguntaH26C.18¿Alguien le ayuda austed… en preparar una comida caliente?","1","C","h26c_18","h26c_18","1,2,8,9"
"PreguntaH27A.18Ahora voy a mencionar otras actividades. Por favor dígame si tiene alguna dificultad con las actividades que yo le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad... en hacer compras de víveres/mandado?","1","C","h27a_18","h27a_18","1,2,6-9"
"PreguntaH27B.18¿Esto es debido a un problema de salud?","1","C","h27b_18","h27b_18","1,2,8,9"
"PreguntaH27C.18¿Alguien le ayuda a usted… en hacer compras de víveres / mandado?","1","C","h27c_18","h27c_18","1,2,8,9"
"PreguntaH28A.18Ahora voy a mencionar otras actividades. Por favor dígame si tiene alguna dificultad con las actividades que yo le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad... en tomar sus medicamentos (si toma alguno o tuviera que tomar alguno)?","1","C","h28a_18","h28a_18","1,2,6-9"
"PreguntaH28B.18¿Esto es debido a un problema de salud?","1","C","h28b_18","h28b_18","1,2,8,9"
"PreguntaH28C.18¿Alguien le ayuda austed… en tomar sus medicamentos (si toma alguno o tuviera que tomar alguno)?","1","C","h28c_18","h28c_18","1,2,8,9"
"PreguntaH29A.18Ahora voy a mencionar otras actividades. Por favor dígame si tiene alguna dificultad con las actividades que yo le voy a mencionar. Si usted no hace ninguna de las siguientes actividades, simplemente dígamelo. No incluya dificultades que cree que durarán menos de tres meses. Debido a un problema de salud ¿usted tiene dificultad… para manejar su dinero?","1","C","h29a_18","h29a_18","1,2,6-9"
"PreguntaH29B.18¿Esto es debido a un problema de salud?","1","C","h29b_18","h29b_18","1,2,8,9"
"PreguntaH29C.18¿Alguien le ayuda austed… para manejar su dinero?","1","C","h29c_18","h29c_18","1,2,8,9"
"PreguntaH32.1.18¿Qué parentesco tiene (NOMBRE) con usted?","2","C","h32_1_18","h32_1_18","01-08,88,99"
"PreguntaH33.1.18NÚMERO DE REGISTRO","3","C","h33_1_18","h33_1_18","103-118,201-214, 666, 888"
"PreguntaH34.1.18Durante el mes pasado, ¿como cuántos dias le ayudó (NOMBRE)?","2","C","h34_1_18","h34_1_18","01-29,30,88,99"
"PreguntaH35.1.18En los días que (NOMBRE) le ayuda, ¿como cuántas horas por día le ayuda?","2","C","h35_1_18","h35_1_18","01,02-24,88,99"
"PreguntaH32.2.18¿Qué parentesco tiene (NOMBRE) con usted?","2","C","h32_2_18","h32_2_18","01-08,88,99"
"PreguntaH33.2.18NÚMERO DE REGISTRO","3","C","h33_2_18","h33_2_18","103-113,201-211,666"
"PreguntaH34.2.18Durante el mes pasado, ¿como cuántos dias le ayudó (NOMBRE)?","2","C","h34_2_18","h34_2_18","01-29,30,88,99"
"PreguntaH35.2.18En los días que (NOMBRE) le ayuda, ¿como cuántas horas por día le ayuda?","2","C","h35_2_18","h35_2_18","01,02-24,88,99"
"PreguntaH32.3.18¿Qué parentesco tiene (NOMBRE) con usted?","2","C","h32_3_18","h32_3_18","01-08,88,99"
"PreguntaH33.3.18NÚMERO DE REGISTRO","3","C","h33_3_18","h33_3_18","103-111, 201-212, 666"
"PreguntaH34.3.18Durante el mes pasado, ¿como cuántos dias le ayudó (NOMBRE)?","2","C","h34_3_18","h34_3_18","01-29,30,88,99"
"PreguntaH35.3.18En los días que (NOMBRE) le ayuda, ¿como cuántas horas por día le ayuda?","2","C","h35_3_18","h35_3_18","01,02-24,88,99"
"PreguntaI2.18¿Alguna vez en su vida ha tenido o realizado un trabajo por el que recibió un pago o ganancia?","1","C","i2_18","i2_18","1,2,8,9"
"PreguntaI3.18¿Alguna vez en su vida ayudó en un negocio, granja, rancho o parcela sin recibir un pago o ganancia?","1","C","i3_18","i3_18","1,2,8,9"
"PreguntaI4.1.18¿En qué año o a qué edad comenzó usted su primer trabajo?","4","C","i4_1_18","i4_1_18","1918-2018,8888,9999"
"PreguntaI4.2.18¿En qué año o a qué edad comenzó usted su primer trabajo?","2","C","i4_2_18","i4_2_18","05-54,88,99"
"PreguntaI5.18¿Como cuánto tiempo en total ha trabajado (trabajó) recibiendo pago o ganancia a lo largo de su vida?","2","C","i5_18","i5_18","00,01,02-86,87,88,89,98,99"
